player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Year,Category,smart_id,college_conference,college_name,draft_club,draftround,draft_number,rookie_year,season
gerald mccoy,5528,DI,TB,15,5,1,NA,1,0,30,0,0,60.1,86.9,70.1,80.5,79.2,48.5,15,26,0,0,NA,15,6,0,3,0,0,6,0,1,0,0,807,805,43,562,1,199,0,2,474,333,0,26,29,7,0,47,0,0,0,NA,2017,Defense,32004d43-4360-4879-5f64-602d7239b4fe,Big Twelve Conference,Oklahoma,TB,1,3,2010,8
eric berry,5530,S,KC,1,1,0,50,0,0,16,0,0,68.9,66.4,80.7,NA,56.6,81.3,0,0,0,0,17,0,0,0,0,78.1,2,0,0,8,6,38,70,20,0,0,20,0,10,50,0,32,26,4,6,0,4,0,0,33,4,16.5,2017,Defense,32004245-5251-7115-74c3-281d3a2b586b,Southeastern Conference,Tennessee,KC,1,5,2010,8
joe haden,5532,CB,PIT,12,3,0,53.2,0,0,25,0,0,70.5,69.3,86.3,77,53.3,51.1,0,1,0,1,54,19.4,6,4,1,83.4,25,1,0,41,617,405,673,10,0,0,10,0,0,663,7,261,4,6,22,0,47,2,1,437,159,17.5,2017,Defense,32004841-4435-7325-1b6c-2a7130bb8814,Southeastern Conference,Florida,CLE,1,7,2010,8
tyson alualu,5535,DI,PIT,17,12,1,NA,0,0,25,0,0,60.3,66.5,86.5,55,71.4,65.3,2,7,0,0,NA,5.9,2,0,0,0,0,4,0,3,0,9,451,448,49,220,41,138,0,3,260,182,0,20,20,2,0,13,0,0,0,NA,2017,Defense,3200414c-5505-9326-1ec7-33466b04e799,Pacific Ten Conference,California,JAX,1,10,2010,8
brandon graham,5538,ED,PHI,18,4,1,100,0,3,24,1,1,69.2,90.2,51.6,86.8,83.4,59,9,56,0,0,12,12.8,6,0,5,116.7,1,12,0,0,0,8,823,823,3,53,613,154,0,0,587,228,0,39,37,13,1,77,0,12,1,12,2017,Defense,32004752-4113-0064-408f-cc7f40d8b327,Big Ten Conference,Michigan,PHI,1,13,2010,8
earl thomas,5539,FS,SEA,14,15,0,57.9,0,1,29,0,0,90.5,90.2,60.9,68,76.8,79.3,0,1,1,2,59,9.2,8,5,1,80.9,11,0,0,79,8,543,921,3,0,0,3,0,766,918,2,376,65,14,64,1,19,1,2,160,95,14.5,2017,Defense,32005448-4f12-4271-2ff1-84d7d597aa60,Big Twelve Conference,Texas,SEA,1,14,2010,8
jason pierre-paul,5540,ED,NYG,16,11,2,NA,0,2,21,0,0,71.4,69.1,57.6,62.4,69.4,77.9,5,40,0,0,NA,3.7,2,1,5,0,0,9,0,13,0,26,1010,995,3,32,802,158,0,15,585,399,2,37,41,4,0,54,0,0,0,NA,2017,Defense,32005049-4558-7019-446d-495a9311a45c,Big East,South Florida,NYG,1,15,2010,8
derrick morgan,5541,ED,TEN,16,10,1,84.6,1,0,31,2,0,60.4,67.1,74.5,68.9,57.7,70.9,4,45,0,0,80,6.5,2,0,3,144.4,11,10,0,20,1,68,827,790,0,1,779,10,0,37,485,274,16,17,19,1,13,59,1,169,129,15.4,2017,Defense,32004d4f-5216-1260-6a41-2248605024f3,Atlantic Coast Conference,Georgia Tech,TEN,1,16,2010,8
kareem jackson,5545,SLOT,HST,16,9,0,72.1,1,1,13,0,0,57.9,66.1,87.1,67,90.3,64.7,1,3,0,1,54,11.3,9,5,6,112.5,62,1,0,71,297,512,868,13,0,0,13,0,2,855,29,327,485,24,62,3,86,5,4,818,230,13.2,2017,Defense,32004a41-4328-3467-b648-2976c8acb66c,Southeastern Conference,Alabama,HOU,1,20,2010,8
devin mccourty,5552,FS,NE,19,16,0,61.5,0,0,19,1,0,66.7,71.5,87.6,68.2,81.2,83,0,1,0,1,75,7.6,9,3,0,102.8,40,1,0,319,45,780,1224,15,0,0,15,0,674,1209,4,440,171,31,94,2,65,2,5,471,154,11.8,2017,Defense,32004d43-4360-0258-e4c2-62745bb56c73,Big East,Rutgers,NE,1,27,2010,8
jerry hughes,5556,ED,BUF,17,13,0,100,0,1,4,0,0,49.3,74.7,43.9,69.6,85.4,30,9,36,0,0,19,22,13,0,6,118.8,1,4,0,1,0,10,781,780,0,5,765,10,0,1,477,294,0,31,33,12,1,49,0,19,9,19,2017,Defense,32004855-4753-2081-c19b-8ba34ec6d46a,Mountain West Conference,Texas Christian,IND,1,31,2010,8
patrick robinson,5557,SLOT,PHI,19,4,0,57.1,0,0,24,0,0,89.9,87,87,57.8,58.4,55.4,0,1,1,5,77,18,11,13,2,67.9,52,1,0,37,162,631,853,11,0,0,11,0,15,842,10,212,628,21,46,3,91,2,3,658,345,12.7,2017,Defense,3200524f-4267-1457-228c-748bcd26a86a,Atlantic Coast Conference,Florida State,NO,1,32,2010,8
linval joseph,5571,NT,MIN,18,19,0,NA,0,0,18,1,0,78.5,90.4,52.6,77.9,90.4,68.2,9,21,0,0,NA,3.8,3,1,4,0,0,4,0,0,0,0,759,759,488,269,0,2,0,0,414,345,0,41,57,4,0,34,0,0,0,NA,2017,Defense,32004a4f-5323-1117-a24e-6a59f8c4812c,Conference USA,East Carolina,NYG,2,46,2010,8
carlos dunlap,5579,ED,CIN,16,2,7,50,2,1,7,0,0,66.7,77.4,77.9,70.5,70.2,64,14,50,1,1,4,12.5,5,0,2,16.7,1,8,0,3,0,21,876,873,0,30,781,62,0,3,550,305,0,29,33,4,2,72,0,4,7,4,2017,Defense,32004455-4e47-4478-d651-c5c2e90fab0d,Southeastern Conference,Florida,CIN,2,54,2010,8
sean lee,5580,LB,DAL,11,22,0,77.4,0,0,9,0,0,72.5,82.1,53.3,56.8,90.2,83.2,1,3,0,1,20,6.3,7,0,1,78.9,41,0,0,544,6,376,622,14,0,0,14,0,9,608,27,219,49,42,82,15,53,4,0,257,163,6.3,2017,Defense,32004c45-4565-0245-474c-41bba92ea8ae,Big Ten Conference,Penn State,DAL,2,55,2010,8
morgan burnett,5596,S,GB,12,8,0,72.1,1,0,12,0,0,66.5,67.8,83.5,47,69.7,84.1,0,4,0,0,71,4.3,3,3,1,130.6,31,0,0,335,18,386,724,32,0,0,32,0,95,692,28,310,244,23,58,5,43,4,5,306,200,9.9,2017,Defense,32004255-5242-6788-a357-01adc881b584,Atlantic Coast Conference,Georgia Tech,GB,3,71,2010,8
earl mitchell,5605,NT,SF,16,11,4,100,0,0,28,1,0,40,53.3,56.4,68.1,50.5,54.6,2,6,0,0,11,10.5,4,0,3,112.5,1,1,0,0,0,6,622,622,448,170,0,4,0,0,272,344,0,18,23,5,1,9,0,11,4,11,2017,Defense,32004d49-5424-0204-d35b-af7cb13c50cd,Pacific Ten Conference,Arizona,HOU,3,81,2010,8
corey peters,5607,NT,ARZ,12,2,1,NA,0,0,1,0,0,64,72,56.2,61.6,75.5,75.5,3,9,0,0,NA,4.8,1,0,2,0,0,1,0,0,0,3,442,441,204,220,0,17,0,1,266,173,0,18,18,4,0,13,0,0,0,NA,2017,Defense,32005045-5409-9667-87ff-b243fa214ce8,Southeastern Conference,Kentucky,ATL,3,83,2010,8
everson griffen,5624,ED,MIN,17,7,2,100,1,4,18,0,0,57.9,84.7,57.3,85.6,71,59.6,12,41,0,0,13,13.6,6,0,5,118.8,1,13,0,1,0,8,910,908,0,4,859,45,0,2,583,319,0,35,31,4,1,66,0,13,8,13,2017,Defense,32004752-4905-1627-c59d-d570feec951d,Pacific Ten Conference,Southern California,MIN,4,100,2010,8
alterraun verner,5628,CB,MIA,7,0,0,29.4,0,1,17,0,0,54.7,54.3,80.7,55.1,53.1,35.9,0,1,0,0,69,22.2,2,3,3,76.8,5,0,0,13,125,115,157,1,0,0,1,0,1,156,2,40,16,2,7,0,17,1,1,123,37,24.6,2017,Defense,32005645-5259-9864-b7f9-0e88c1ff59f5,Pacific Ten Conference,UCLA,TEN,4,104,2010,8
geno atkins,5643,DI,CIN,16,11,0,NA,0,0,7,0,0,58.7,90.7,68.4,90.3,81.6,60.9,10,50,0,0,NA,7.5,3,0,2,0,0,10,0,3,0,2,754,751,64,652,1,34,0,3,501,251,0,32,26,1,0,70,0,0,0,NA,2017,Defense,32004154-4b21-6644-8321-f6f3eca8ee14,Southeastern Conference,Georgia,CIN,4,120,2010,8
al woods,5646,NT,IND,16,9,1,NA,0,0,14,0,0,60,87.7,89,59.8,89.7,77.6,1,7,0,0,NA,2.4,1,0,0,0,0,1,0,0,0,0,564,563,419,144,0,0,0,1,236,328,0,28,32,5,0,9,0,0,0,NA,2017,Defense,3200574f-4f40-1988-3618-55072355959c,Southeastern Conference,Louisiana State,NO,4,123,2010,8
kam chancellor,5656,S,SEA,9,6,0,62.1,0,1,29,0,0,72.7,77.7,83.6,55.9,81.1,66.8,0,1,0,0,35,11.1,6,2,0,95,18,0,1,230,27,379,598,76,0,0,76,0,192,522,5,214,73,19,42,3,29,1,1,207,99,11.5,2017,Defense,32004348-4118-5370-3b1f-df161c466e39,Atlantic Coast Conference,Virginia Tech,SEA,5,133,2010,8
sherrick mcmanis,5667,CB,CHI,7,0,0,100,0,0,6,0,0,74.4,75.3,77,65.4,61.5,72.5,0,2,0,0,12,0,0,0,0,116.7,1,0,0,3,9,15,31,9,0,0,9,0,1,22,11,5,9,1,1,0,1,2,0,12,0,12,2017,Defense,32004d43-4d21-9811-2576-d197beffa0a8,Big Ten Conference,Northwestern,HOU,5,144,2010,8
reshad jones,5686,FS,MIA,16,14,0,70.3,0,0,17,3,2,56.1,68.4,66.6,68.7,86.4,80.4,1,3,0,2,44,9.3,12,3,4,120.9,26,1,0,311,20,560,1015,73,0,0,73,0,512,942,47,408,99,37,103,4,37,5,6,384,162,14.8,2017,Defense,32004a4f-4e65-3665-3e8b-302123c71921,Southeastern Conference,Georgia,MIA,5,163,2010,8
arthur moats,5701,ED,PIT,12,0,0,50,0,0,25,0,0,57.8,52.9,81.7,64.6,42.9,39,1,3,0,0,37,20,1,0,0,95.8,1,0,0,23,0,20,84,59,0,0,59,0,0,25,29,35,2,1,4,0,2,4,0,37,36,37,2017,Defense,32004d4f-4159-4964-de6d-9f2d38abcfa5,Colonial Athletic Association,James Madison,BUF,6,178,2010,8
dekoda watson,5740,ED,SF,8,0,0,66.7,0,0,28,0,0,60.7,63.3,28,64.4,64.3,39.7,0,7,0,0,9,25,1,0,1,77.1,2,0,0,3,0,6,88,85,0,5,74,6,0,3,65,17,0,2,3,0,3,7,0,14,8,7,2017,Defense,32005741-5432-5980-e1df-02adc5c0e8f9,Atlantic Coast Conference,Florida State,TB,7,217,2010,8
kurt coleman,5767,FS,CAR,13,8,0,80.6,0,1,5,1,0,45.7,52.9,86.1,51.6,72.9,70.5,0,2,0,0,80,11.3,9,3,1,131.8,29,0,0,215,3,509,772,27,0,0,27,0,428,745,16,247,99,20,63,3,36,2,2,403,192,13.9,2017,Defense,3200434f-4c29-5827-2efe-ca97584685cc,Big Ten Conference,Ohio State,PHI,7,244,2010,8
rafael bush,5779,S,NO,15,3,0,65,0,0,20,0,0,59.2,62.2,40.8,63.6,71.7,71.6,1,2,0,0,16,7.4,2,0,2,112.5,13,1,0,102,19,164,236,23,0,0,23,0,37,213,20,52,53,10,22,0,20,4,2,110,50,8.5,2017,Defense,32004255-5328-8052-264a-170159fa18bd,Mid-Eastern Athletic Conference,South Carolina State,NA,UDFA,NA,2010,8
kyle love,5806,DI,CAR,17,2,0,NA,0,0,5,0,0,58.1,56.2,86.3,61.9,48.6,59.3,3,11,0,0,NA,9.1,1,0,0,0,0,4,0,0,0,2,398,398,113,207,2,76,0,0,263,133,0,8,8,0,0,18,0,0,0,NA,2017,Defense,32004c4f-5602-6391-5d72-564b306b07f1,Southeastern Conference,Mississippi State,NA,UDFA,NA,2010,8
vincent rey,5811,LB,CIN,14,11,0,75.6,0,0,7,0,0,57.3,56.3,83.6,56.4,55.4,77.1,0,4,0,1,42,6,5,0,1,96.9,31,0,0,507,2,307,607,30,0,0,30,0,5,577,23,277,63,35,67,1,41,4,1,333,174,10.7,2017,Defense,32005245-5900-0813-13cd-5af75fb7310f,Atlantic Coast Conference,Duke,NA,UDFA,NA,2010,8
darian stewart,5820,FS,DEN,16,6,0,76.7,1,0,10,0,0,56,61.9,62.7,59.9,72.7,55.9,0,2,0,3,64,17.1,13,2,3,103.7,23,0,0,273,21,497,888,34,0,0,34,0,494,854,16,375,66,25,57,4,30,2,4,272,104,11.8,2017,Defense,32005354-4575-5545-733d-cfb1a41a539a,Southeastern Conference,South Carolina,NA,UDFA,NA,2010,8
tramaine brock,5903,CB,MIN,6,1,0,66.7,0,0,18,0,0,51.7,45,0,NA,61.2,80,0,0,0,0,25,0,0,0,2,123.4,6,0,0,2,49,40,51,0,0,0,0,0,0,51,0,11,0,0,5,0,9,0,1,62,14,10.3,2017,Defense,32004252-4f05-2785-d825-36e0623236e5,Mid-South Conference,Belhaven,NA,UDFA,NA,2010,8
chris maragos,5906,FS,PHI,1,0,0,100,0,0,24,0,0,54.2,56.9,76.7,NA,69.4,40.2,0,0,0,0,16,25,2,0,0,118.8,1,0,0,10,0,53,70,1,0,0,1,0,58,69,0,17,1,0,6,0,1,0,0,16,1,16,2017,Defense,32004d41-5200-3549-1ab4-0525ee14ed7e,Big Ten Conference,Wisconsin,NA,UDFA,NA,2010,8
barry church,5924,S,JAX,19,11,0,60,0,0,15,0,0,72.2,72.5,68.2,66,71.4,60.7,2,1,1,4,52,12.1,12,3,1,56.3,21,2,0,500,17,735,1203,72,0,0,72,0,527,1131,25,443,87,27,76,4,35,5,1,288,114,13.7,2017,Defense,32004348-5513-7380-b2b1-c06286fc64fc,Mid-American Conference,Toledo,NA,UDFA,NA,2010,8
frank zombo,5945,ED,KC,16,4,0,66.7,0,0,16,1,0,46.4,49.8,86.9,50.9,53.1,46.2,3,18,0,0,13,11.9,5,0,1,116.7,4,2,0,12,1,56,639,619,0,0,619,0,0,20,304,279,7,21,33,4,6,23,1,28,17,7,2017,Defense,32005a4f-4d42-8791-18ba-ba3c39deb04c,Mid-American Conference,Central Michigan,NA,UDFA,NA,2010,8
anthony levine,6013,S,BLT,16,2,1,70,0,0,3,1,0,81.3,81.1,85.9,67,64.3,75.8,0,6,0,1,15,4.8,1,1,0,59.2,14,3,0,133,6,201,264,75,0,0,75,0,6,189,42,21,43,15,18,1,20,9,0,94,49,6.7,2017,Defense,32004c45-5658-8156-a32d-7fbb1c1a107a,Ohio Valley Conference,Tennessee State,NA,UDFA,NA,2010,8
marcus sherels,6017,SLOT,MIN,3,0,0,50,0,0,18,0,0,63.6,63.6,73.9,NA,60,27.9,0,0,0,0,7,50,1,0,0,58.3,1,0,0,0,7,18,21,0,0,0,0,0,0,21,0,3,13,0,1,0,2,0,0,7,3,7,2017,Defense,32005348-4556-3263-eead-1a31eb27f01d,Big Ten Conference,Minnesota,NA,UDFA,NA,2010,8
mitch unrein,6031,DI,CHI,12,9,0,NA,0,0,6,0,0,65.5,84.9,84.6,59.3,88.4,63.6,2,6,0,0,NA,8.1,3,0,0,0,0,2,0,0,0,0,389,389,65,217,6,101,0,0,189,200,0,22,25,2,0,10,0,0,0,NA,2017,Defense,3200554e-5240-4041-7d76-af009bb114a8,Mountain West Conference,Wyoming,NA,UDFA,NA,2010,8
george johnson,6112,ED,NO,9,0,0,NA,0,0,20,0,0,60,59.3,88.2,53.1,65.1,37.8,2,10,0,0,NA,20,1,0,0,0,0,3,0,0,0,1,269,269,0,16,244,9,0,0,184,84,0,7,4,1,0,15,0,0,0,NA,2017,Defense,32004a4f-4826-1528-49d1-f30614e3421d,Big East,Rutgers,NA,UDFA,NA,2010,8
andrew sendejo,6118,FS,MIN,15,14,0,58.6,0,0,18,0,0,81.3,81,64,51.9,79,79.7,0,0,0,3,38,10.5,10,6,1,59.8,17,0,0,172,7,531,853,35,0,0,35,0,538,818,8,314,100,16,71,1,29,0,1,257,39,15.1,2017,Defense,32005345-4e09-5404-e93e-ef4cc80f343d,Conference USA,Rice,NA,UDFA,NA,2010,8
von miller,6154,ED,DEN,16,6,3,50,6,2,10,1,0,66.6,91.5,3.4,90.9,91.7,79.5,12,61,0,0,11,7.7,4,0,14,106.3,1,10,0,18,0,33,846,818,0,0,818,0,0,28,471,342,10,44,42,7,2,83,1,11,0,11,2017,Defense,32004d49-4c59-7654-8608-622051b53bd3,Big Twelve Conference,Texas A&amp;M,DEN,1,2,2011,7
marcell dareus,6155,DI,JAX,17,6,0,100,0,0,15,0,0,69.6,76.8,75.4,61.8,77.2,66.2,2,9,0,0,4,5.6,2,0,1,122.9,1,4,0,0,0,2,540,540,177,357,0,6,0,0,294,244,0,28,28,2,1,15,1,4,0,4,2017,Defense,32004441-5231-9542-96ae-b4f9508c59d9,Southeastern Conference,Alabama,BUF,1,3,2011,7
patrick peterson,6157,CB,ARZ,16,3,0,46.7,1,0,1,1,0,68.4,69.2,89.6,NA,64.9,69.9,0,0,0,1,55,10,4,8,7,83.6,28,0,0,38,884,630,1013,0,0,0,0,0,1,1013,0,383,88,10,33,0,60,0,4,394,106,14.1,2017,Defense,32005045-5441-5511-6ae6-059d8eb99a8d,Southeastern Conference,Louisiana State,ARI,1,5,2011,7
jj watt,6163,DI,HST,5,4,2,NA,1,0,13,0,0,60.1,86,58,75,83.1,27.7,5,10,0,0,NA,27.8,5,0,1,0,0,0,0,1,0,0,217,216,0,47,109,60,0,1,125,92,0,7,9,2,0,15,0,0,0,NA,2017,Defense,32005741-5457-9210-c7bb-fd19d17d4962,Big Ten Conference,Wisconsin,HOU,1,11,2011,7
robert quinn,6166,ED,LA,16,5,1,100,3,1,26,0,0,57,58.4,14.3,62.2,64.5,68,6,24,0,0,15,8,2,0,8,111.7,5,10,0,0,0,26,696,690,0,2,686,2,0,6,430,240,6,19,18,4,5,40,0,54,34,10.8,2017,Defense,32005155-4971-5221-618f-7f85cefdf3b3,Atlantic Coast Conference,North Carolina,STL,1,14,2011,7
ryan kerrigan,6168,ED,WAS,16,5,0,66.7,0,3,32,0,0,53.7,84.2,83.2,84.6,71.2,80.5,4,42,1,1,29,3.3,1,0,1,58.3,4,18,0,5,0,49,820,799,0,7,790,2,0,21,438,333,16,34,24,4,6,64,0,58,42,14.5,2017,Defense,32004b45-5263-0730-bb7d-f88e72d4f02f,Big Ten Conference,Purdue,WAS,1,16,2011,7
corey liuget,6170,DI,LAC,12,4,0,NA,1,1,27,0,0,67.2,77.6,69.1,72.2,67.5,29.2,2,23,0,0,NA,21.1,4,0,1,0,0,2,0,4,0,6,415,411,27,326,4,54,0,4,254,155,0,11,11,2,0,27,0,0,0,NA,2017,Defense,32004c49-5523-7308-70fc-52752dd5f1cd,Big Ten Conference,Illinois,SD,1,18,2011,7
prince amukamara,6171,CB,CHI,14,2,0,60.8,0,0,6,1,0,71.5,73.3,65,NA,77.4,82.6,0,0,0,0,37,3.8,2,5,7,89.1,31,0,0,47,771,513,849,14,0,0,14,0,5,835,0,336,12,10,48,0,51,0,1,365,90,11.8,2017,Defense,3200414d-5522-1488-3b7b-f227baaf0d03,Big Twelve Conference,Nebraska,NYG,1,19,2011,7
adrian clayborn,6172,ED,ATL,18,6,0,NA,0,2,2,2,1,72.1,81.3,40.3,85.5,54.4,66.7,9,39,0,0,NA,10.5,2,0,5,0,0,10,0,9,0,4,632,621,2,15,538,66,0,11,478,150,1,18,11,2,0,58,0,0,0,NA,2017,Defense,3200434c-4177-0145-78ea-d8da8250566d,Big Ten Conference,Iowa,TB,1,20,2011,7
cameron jordan,6176,ED,NO,18,9,12,80,1,1,20,0,0,86.5,91.2,63.6,89.4,86.7,50.7,16,57,1,1,11,15.8,9,1,5,42.1,4,15,0,2,0,39,1136,1134,4,20,983,127,0,2,679,418,0,41,39,3,5,88,0,18,3,4.5,2017,Defense,32004a4f-5205-1224-2417-472af132c281,Pacific Twelve Conference,California,NO,1,24,2011,7
jimmy smith,6179,CB,BLT,12,2,0,57.5,2,0,3,1,1,84.1,81.9,87.8,60,61.5,84.4,0,0,1,3,39,3.4,1,6,5,49.2,23,0,0,30,543,355,601,9,0,0,9,0,4,592,1,245,15,6,26,1,40,0,0,292,107,12.7,2017,Defense,3200534d-4900-0006-4388-a92ce29739e7,Big Twelve Conference,Colorado,BAL,1,27,2011,7
muhammad wilkerson,6182,DI,NYJ,13,15,3,NA,0,0,22,0,0,58.7,68.6,58.3,60.3,73.1,58.9,3,19,0,1,NA,8.7,4,0,3,0,0,3,0,1,0,4,698,697,76,417,96,108,0,1,391,303,0,24,27,3,0,25,0,0,0,NA,2017,Defense,32005749-4c07-8350-9de4-93cf8f0162a5,Mid-American Conference,Temple,NYJ,1,30,2011,7
cameron heyward,6183,DI,PIT,16,7,2,NA,1,2,25,1,0,70.3,89.1,59.3,80.7,82,60,9,40,0,0,NA,8.1,3,1,4,0,0,14,0,15,0,8,835,820,79,411,65,265,0,15,493,334,0,31,27,8,0,63,0,0,0,NA,2017,Defense,32004845-5927-1611-4c0d-39454c8d1eaf,Big Ten Conference,Ohio State,PIT,1,31,2011,7
jabaal sheard,6189,ED,IND,16,4,5,80,1,2,14,0,0,46.3,85.1,37.7,86.3,79.8,34.9,8,54,0,0,33,23.2,13,0,6,118.8,4,5,0,8,0,37,900,884,0,7,863,14,0,16,476,387,8,38,39,6,5,67,0,84,24,21,2017,Defense,32005348-4503-9759-3449-b911312e7c15,Big East,Pittsburgh,CLE,2,37,2011,7
akeem ayers,6191,LB,NYG,3,1,0,NA,0,0,21,0,0,NA,65.9,68.8,55.6,67.3,71.4,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,5,3,0,1,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,NA,2017,Defense,32004159-4526-4861-d533-1f149d7a7711,Pacific Twelve Conference,UCLA,TEN,2,39,2011,7
bruce carter,6192,LB,NYJ,5,0,0,NA,0,0,22,0,0,62,40.7,72,53.5,43.9,21.7,0,0,0,0,NA,100,1,0,0,0,0,0,0,0,0,3,11,9,0,0,9,0,0,2,3,5,1,0,0,0,0,0,0,0,0,NA,2017,Defense,32004341-5262-4497-a895-f3b7a404de8b,Atlantic Coast Conference,North Carolina,DAL,2,40,2011,7
jarvis jenkins,6193,DI,KC,12,2,0,NA,0,0,16,0,0,57.3,59.9,34.4,54.8,69.1,28.9,3,5,0,0,NA,31.3,5,0,2,0,0,1,0,1,0,1,249,248,35,156,16,41,0,1,139,109,0,7,9,1,0,9,0,0,0,NA,2017,Defense,32004a45-4e26-9130-8d39-e91c3393a284,Atlantic Coast Conference,Clemson,WAS,2,41,2011,7
brooks reed,6194,ED,ATL,18,7,0,100,0,0,2,0,0,76.8,80.8,76.9,76.2,71.8,49,4,18,0,0,2,17.4,8,0,1,79.2,1,4,0,2,0,3,460,456,0,1,447,8,0,4,222,235,1,30,31,2,1,26,0,2,6,2,2017,Defense,32005245-4515-4467-d23f-ef48be583f38,Pacific Twelve Conference,Arizona,HOU,2,42,2011,7
marcus gilchrist,6202,S,HST,16,6,0,60,0,1,13,0,0,63.2,64.5,61.5,57.4,67,63.3,0,1,0,1,48,13.1,8,3,3,78.6,18,1,0,324,21,488,813,5,0,0,5,0,356,808,13,312,107,12,47,1,30,2,1,211,65,11.7,2017,Defense,32004749-4c21-1032-de78-adb8b0257056,Atlantic Coast Conference,Clemson,SD,2,50,2011,7
terrell mcclain,6217,DI,WAS,12,1,0,NA,0,0,32,1,0,61.7,45.2,83.7,53.8,42.7,56.9,1,3,0,0,NA,8.7,2,0,0,0,0,2,0,0,0,1,328,328,34,143,2,149,0,0,160,167,0,11,20,1,0,6,0,0,0,NA,2017,Defense,32004d43-4334-2970-53a5-bee55b8ce99e,Big East,South Florida,CAR,3,65,2011,7
kelvin sheppard,6220,LB,NYG,7,6,0,72.4,0,0,21,0,0,56.5,57,83.2,50.9,59.4,82.3,1,1,0,2,81,4.1,2,2,0,108.8,21,0,0,338,0,203,386,19,0,0,19,0,0,367,19,164,29,17,41,2,29,2,2,379,278,18,2017,Defense,32005348-4555-4427-7817-7de7d5e4ccb9,Southeastern Conference,LSU,BUF,3,68,2011,7
justin houston,6222,ED,KC,16,7,4,75,0,0,16,1,1,59.7,78.8,67.2,76.4,77.2,58,11,37,0,0,69,13.1,8,0,3,101.6,12,11,0,21,1,145,1015,960,0,0,952,8,0,55,470,400,33,44,46,6,16,59,0,142,72,11.8,2017,Defense,3200484f-5547-6949-dd42-0d64d4c020ff,Southeastern Conference,Georgia,KC,3,70,2011,7
jurrell casey,6229,DI,TEN,18,12,1,NA,1,1,31,0,0,60.1,84.1,55.3,76.1,81.4,69.1,17,40,0,0,NA,6.8,5,0,4,0,0,7,0,43,0,3,988,945,39,502,92,312,0,43,660,325,0,46,57,8,0,64,0,0,0,NA,2017,Defense,32004341-5322-4804-91b1-2b933dc47f5c,Pacific Twelve Conference,Southern California,TEN,3,77,2011,7
mason foster,6236,LB,WAS,5,7,0,68.4,0,0,32,1,0,57.7,64.5,81.4,65.3,67.3,58.4,1,11,0,1,69,13.5,5,0,0,85.9,13,2,0,263,0,141,288,8,0,0,8,0,2,280,39,108,15,14,25,1,19,14,0,222,120,17.1,2017,Defense,3200464f-5349-3155-2b09-f2343abe068f,Pacific Twelve Conference,Washington,TB,3,84,2011,7
allen bailey,6238,DI,KC,15,10,1,NA,1,0,16,0,0,78.2,58.6,78.2,59.7,53.2,29.7,1,32,0,0,NA,18.6,8,0,1,0,0,2,0,0,0,0,683,683,59,400,91,133,0,0,418,265,0,22,25,6,0,35,0,0,0,NA,2017,Defense,32004241-4902-6169-5b36-e1575808450b,Atlantic Coast Conference,Miami,KC,3,86,2011,7
shareece wright,6241,CB,BUF,12,3,0,63.4,0,1,4,1,0,66.2,60.5,46.6,51.2,41.9,41.4,0,0,0,1,40,19.6,10,2,1,84.2,26,0,0,24,342,263,456,18,0,0,18,0,1,438,3,190,70,11,38,2,41,0,1,308,83,11.8,2017,Defense,32005752-4965-2077-5261-a86cb30bfead,Pacific Ten Conference,USC,SD,3,89,2011,7
chris conte,6245,S,TB,16,1,0,55.2,1,3,30,0,0,72,66.5,31,58.4,55.5,54.6,0,2,0,1,44,16,13,5,4,70.5,16,0,0,324,9,452,774,14,0,0,14,0,317,760,7,315,109,18,67,0,29,2,0,256,125,16,2017,Defense,3200434f-4e69-0403-938f-93f52f696b7f,Pacific Twelve Conference,California,CHI,3,93,2011,7
kj wright,6251,LB,SEA,15,22,0,67.1,0,0,29,1,0,65.5,68.7,48.5,59.7,72.6,77.1,2,7,0,1,75,7.7,8,5,3,87.4,47,0,0,733,32,527,956,104,0,0,104,0,7,852,62,367,80,38,74,5,70,9,1,513,280,10.9,2017,Defense,32005752-4948-7649-65bb-07761788ca7f,Southeastern Conference,Mississippi State,SEA,4,99,2011,7
danorris searcy,6252,FS,TEN,16,7,0,33.3,0,0,31,0,0,72.2,71.5,84.1,63.9,59.5,48,1,0,0,1,8,21.2,7,2,0,2.8,2,0,0,108,6,222,383,21,0,0,21,0,221,362,7,154,27,5,19,1,6,1,0,6,11,3,2017,Defense,32005345-4148-4041-75a6-698f69ac74a5,Atlantic Coast Conference,North Carolina,BUF,4,100,2011,7
